708	29
3058	426
786	10
1127	51
2395	29
284	1523
436	41
1733	1519
1044	2007
3046	107
2660	14
1176	2046
241	6
110	2479
747	5
2025	1522
2183	42
2168	29
3290	164
2172	89
2698	16
2473	97
2595	72
30	358
415	2017
2594	84
2182	89
367	23
25	3
2776	114
1657	1710
136	164
1644	1504
3238	133
3053	436
98	21
1496	1277
2470	51
1575	44
115	23
1476	1749
2562	29
1530	434
1571	86
2914	18
414	1780
1021	2
879	991
3234	397
61	1239
1508	1780
2615	202
237	4
358	90
1284	47
2225	98
3064	1933
49	919
1475	1364
3231	133
1766	167
1667	1518
2829	221
2288	115
788	21
3178	23
2747	325
130	3122
3265	133
564	21
1530	51
2917	17
2629	115
2976	164
2056	84
2871	34
103	1886
1181	324
180	10
632	38
1137	72
1130	828
1703	1780
325	165
262	389
686	803
839	31
891	6
2047	29
890	221
2728	89
2069	2011
2462	109
1765	83
584	85
1477	23
516	460
3054	120
51	1229
3290	60
1177	1160
2370	19
1779	1473
2638	89
664	89
2065	23
3247	111
2785	115
2748	115
131	3136
1749	1503
434	1530
2846	116
1655	73
2381	903
2476	9
1701	2483
539	67
466	14
218	68
1435	1794
693	42
2594	115
2444	944
977	14
2402	23
1342	51
2634	114
614	47
73	113
3128	1775
49	1101
2339	27
2157	29
3072	221
3235	21
1962	1960
3243	2013
941	58
426	162
2036	132
2747	47
1001	1081
2624	34
1873	166
3118	14
2253	353
1233	1219
801	27
1469	44
2052	8
2229	1865
1435	1615
78	107
2411	114
2466	101
1500	1499
2447	14
2524	1985
2894	85
796	10
2742	114
777	164
1737	1780
932	37
1955	2484
3226	1519
449	448
3394	51
685	23
104	1951
796	85
3006	115
644	85
2671	114
2115	85
3306	29
809	60
691	85
761	10
2080	164
2580	6
1518	1751
2358	42
2967	426
1306	1316
692	29
1407	141
1453	3127
353	1527
1629	1638
1359	62
3	138
2280	72
833	16
1486	1532
2289	21
79	124
473	31
389	387
2045	417
1657	1732
553	114
2439	117
582	11
2942	14
760	106
1665	96
1905	44
1700	131
2228	395
2643	34
2022	3122
3005	8
2357	195
553	396
31	462
3239	134
387	1109
3178	88
1957	1838
814	80
1368	1713
1751	1661
10	8
2611	115
2225	903
695	93
1219	106
547	1727
3299	72
2146	117
877	93
837	1
2450	10
857	89
857	27
2978	85
3226	1510
1970	1884
818	7
2177	115
1256	29
2787	114
2362	39
2771	85
538	6
3080	129
740	1782
2527	110
2304	11
1033	475
2897	101
2703	89
2543	1
3335	2011
544	17
1766	1523
76	14
2429	162
263	85
3113	426
1915	44
1513	836
130	44
1446	2510
2668	93
2375	6
3209	103
753	8
2050	68
226	1071
3047	9
3013	27
1089	89
58	355
1714	23
634	803
3353	134
2386	23
2466	86
2685	89
2796	38
1497	1515
2156	114
1270	1263
2793	42
1522	1532
2161	114
1837	162
2585	72
1872	15
61	1281
2783	47
70	7
968	991
230	1506
1274	447
3008	1969
1980	62
775	202
2334	107
629	50
2655	114
1749	113
49	1059
2849	1
294	76
576	398
595	27
469	49
2571	114
1422	9
1541	86
1134	76
768	57
392	166
2289	1196
598	21
721	356
1408	1512
1054	17
2746	114
810	16
2621	72
608	1
3278	394
2051	29
101	8
432	6
3419	1
1522	1503
3289	85
627	93
3437	1186
15	66
2369	10
1542	214
104	1958
2782	2495
108	66
1488	84
2337	10
1735	1696
2906	2
3237	26
1652	2029
908	937
3256	133
97	2023
1184	50
2963	115
2201	17
2857	116
2664	29
1738	1983
283	1
1690	79
1681	1724
1528	1532
794	46
2415	10
1462	89
1239	221
2733	803
31	435
2976	1721
1806	6
3364	134
1562	35
2727	72
51	1142
1787	2533
888	10
2543	2553
49	1064
52	1169
1197	76
3024	8
598	8
1223	903
685	16
661	2495
1496	1255
2579	114
280	389
1036	48
1567	86
3049	221
2578	390
726	1917
3358	1133
1410	506
2027	1795
300	72
3333	2
3384	29
904	2
2266	38
236	9
1044	93
639	803
2333	494
2105	7
2431	109
335	1074
134	3474
2294	138
1508	95
61	1270
159	14
1038	158
2055	376
1662	104
312	93
2605	85
2942	64
1351	98
810	214
2104	164
1741	991
995	16
359	118
786	114
942	11
3322	29
3319	1810
1603	79
2618	85
850	33
2633	16
1312	2
1142	11
1187	72
3333	74
3267	30
406	4
2894	6
879	68
1575	54
3115	37
3043	122
3406	355
1449	434
1987	1523
1806	21
1173	981
89	85
894	8
2733	16
2907	8
31	511
51	1160
833	6
692	50
2566	50
953	950
545	17
3333	47
431	60
1840	47
1693	1751
2954	34
598	97
2844	116
2419	93
1743	1992
647	115
669	34
2302	107
2345	19
2798	29
75	30
1259	10
1319	60
911	51
2237	114
913	17
272	89
3138	3140
1825	1969
687	6
1479	1992
1568	2
2475	2
1365	727
108	29
127	107
1553	18
2646	114
651	114
1795	3127
1388	41
1570	1888
1358	1497
1223	38
2697	38
356	82
3245	29
1079	6
2056	23
1920	104
3147	2010
378	371
